2017-04-07 11:53:03 -> 支付id：1,充值的游戏渠道：tmfyol_60168_308,支付ip地址：117.171.211.59,手机imei码：863904030111834;
2017-04-11 14:48:03 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：111.8.123.82,手机imei码：869011026517034;
2017-04-11 14:48:04 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：111.8.123.82,手机imei码：869011026517034;
2017-04-11 14:48:09 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：111.34.121.182,手机imei码：869671020516645;
2017-04-11 14:48:09 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：111.34.121.182,手机imei码：869671020516645;
2017-04-11 14:48:13 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：183.13.179.146,手机imei码：352514010742124;
2017-04-11 14:48:14 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：183.13.179.146,手机imei码：352514010742124;
2017-04-11 14:48:15 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：223.104.105.77,手机imei码：862759030938193;
2017-04-11 14:48:16 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：223.104.105.77,手机imei码：862759030938193;
2017-04-11 14:48:26 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：110.152.149.135,手机imei码：868980026335103;
2017-04-11 14:48:26 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：110.152.149.135,手机imei码：868980026335103;
2017-04-11 14:48:28 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：223.104.105.77,手机imei码：862759030938193;
2017-04-11 14:48:29 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：223.104.105.77,手机imei码：862759030938193;
2017-04-11 14:48:30 -> 支付id：1,充值的游戏渠道：jztl_60118_121,支付ip地址：183.13.179.146,手机imei码：860714234991953;
2017-04-11 14:48:31 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：14.155.89.127,手机imei码：864913031445876;
2017-04-11 14:48:32 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：14.155.89.127,手机imei码：864913031445876;
2017-04-11 14:48:35 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：36.149.136.239,手机imei码：862609033282299;
2017-04-11 14:48:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：36.149.136.239,手机imei码：862609033282299;
2017-04-11 14:48:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：110.152.149.135,手机imei码：868980026335103;
2017-04-11 14:48:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.136.68.150,手机imei码：860887033539734;
2017-04-11 14:48:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:48:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：110.152.149.135,手机imei码：868980026335103;
2017-04-11 14:48:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.136.68.150,手机imei码：860887033539734;
2017-04-11 14:48:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:48:40 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：106.108.66.141,手机imei码：A0000060AE92F4;
2017-04-11 14:48:40 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：106.108.66.141,手机imei码：A0000060AE92F4;
2017-04-11 14:48:43 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：111.8.123.82,手机imei码：869011026517034;
2017-04-11 14:48:43 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：111.8.123.82,手机imei码：869011026517034;
2017-04-11 14:48:49 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：36.149.136.239,手机imei码：862609033282299;
2017-04-11 14:48:49 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：36.149.136.239,手机imei码：862609033282299;
2017-04-11 14:49:01 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:49:01 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:49:14 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:49:15 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:49:16 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：222.94.225.33,手机imei码：864326037578378;
2017-04-11 14:49:16 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：222.94.225.33,手机imei码：864326037578378;
2017-04-11 14:49:20 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：111.8.123.82,手机imei码：869011026517034;
2017-04-11 14:49:20 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：111.8.123.82,手机imei码：869011026517034;
2017-04-11 14:49:20 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：36.4.112.233,手机imei码：865587024671091;
2017-04-11 14:49:25 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:49:25 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:49:32 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：222.94.225.33,手机imei码：864326037578378;
2017-04-11 14:49:33 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：222.94.225.33,手机imei码：864326037578378;
2017-04-11 14:49:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_257,支付ip地址：183.13.179.146,手机imei码：868064027327888;
2017-04-11 14:49:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_257,支付ip地址：183.13.179.146,手机imei码：868064027327888;
2017-04-11 14:49:42 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：61.136.95.183,手机imei码：861337032475828;
2017-04-11 14:49:42 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：61.136.95.183,手机imei码：861337032475828;
2017-04-11 14:49:44 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：183.42.50.49,手机imei码：A1000054814E28;
2017-04-11 14:49:44 -> 支付id：1,充值的游戏渠道：jztl_60118_121,支付ip地址：183.13.179.146,手机imei码：860714234991953;
2017-04-11 14:49:45 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：183.42.50.49,手机imei码：A1000054814E28;
2017-04-11 14:49:48 -> 支付id：1,充值的游戏渠道：zlcs_60147_257,支付ip地址：183.13.179.146,手机imei码：868064027327888;
2017-04-11 14:49:48 -> 支付id：1,充值的游戏渠道：zlcs_60147_257,支付ip地址：183.13.179.146,手机imei码：868064027327888;
2017-04-11 14:50:05 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：183.13.179.146,手机imei码：864394010002626;
2017-04-11 14:50:05 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：183.13.179.146,手机imei码：864394010002626;
2017-04-11 14:50:09 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.12.198.52,手机imei码：862733033071914;
2017-04-11 14:50:09 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.12.198.52,手机imei码：862733033071914;
2017-04-11 14:50:41 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：36.4.112.233,手机imei码：865587024671091;
2017-04-11 14:50:45 -> 支付id：1,充值的游戏渠道：default,支付ip地址：183.13.179.146,手机imei码：864394011742121;
2017-04-11 14:50:45 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：106.118.163.177,手机imei码：640124440320393;
2017-04-11 14:50:45 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：106.118.163.177,手机imei码：640124440320393;
2017-04-11 14:50:46 -> 支付id：1,充值的游戏渠道：default,支付ip地址：183.13.179.146,手机imei码：864394011742121;
2017-04-11 14:50:49 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:50:49 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:50:56 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:50:56 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:51:04 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：61.136.95.183,手机imei码：861337032475828;
2017-04-11 14:51:04 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：61.136.95.183,手机imei码：861337032475828;
2017-04-11 14:51:33 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:51:33 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:51:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：222.94.225.33,手机imei码：864326037578378;
2017-04-11 14:51:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：222.94.225.33,手机imei码：864326037578378;
2017-04-11 14:51:41 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:51:42 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：222.94.225.33,手机imei码：864326037578378;
2017-04-11 14:51:42 -> 支付id：1,充值的游戏渠道：zlcs_60147_306,支付ip地址：222.94.225.33,手机imei码：864326037578378;
2017-04-11 14:51:55 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:52:19 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：103.228.209.243,手机imei码：860191030684324;
2017-04-11 14:52:48 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：36.4.112.233,手机imei码：865587024671091;
2017-04-11 14:52:48 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：36.4.112.233,手机imei码：865587024671091;
2017-04-11 14:53:08 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：110.152.237.2,手机imei码：864359032558632;
2017-04-11 14:53:09 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：110.152.237.2,手机imei码：864359032558632;
2017-04-11 14:53:09 -> 支付id：1,充值的游戏渠道：default,支付ip地址：183.13.179.146,手机imei码：860714234991953;
2017-04-11 14:53:54 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.91.66.224,手机imei码：868644306733524;
2017-04-11 14:53:54 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.91.66.224,手机imei码：868644306733524;
2017-04-11 14:53:58 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：59.42.236.105,手机imei码：864394012002244;
2017-04-11 14:53:58 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：59.42.236.105,手机imei码：864394012002244;
2017-04-11 14:54:05 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.91.66.224,手机imei码：868644306733524;
2017-04-11 14:54:13 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.91.66.224,手机imei码：868644306733524;
2017-04-11 14:54:29 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.96.97.115,手机imei码：862829032230574;
2017-04-11 14:54:30 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.96.97.115,手机imei码：862829032230574;
2017-04-11 14:54:46 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.96.97.115,手机imei码：862829032230574;
2017-04-11 14:54:46 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.96.97.115,手机imei码：862829032230574;
2017-04-11 14:55:14 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：36.4.112.233,手机imei码：865587024671091;
2017-04-11 14:55:15 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：123.133.129.251,手机imei码：860708033513257;
2017-04-11 14:55:16 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：123.133.129.251,手机imei码：860708033513257;
2017-04-11 14:58:10 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:58:10 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:58:20 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:58:20 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:58:29 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:58:30 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：121.57.187.115,手机imei码：862658030368882;
2017-04-11 14:58:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.136.68.150,手机imei码：860887033539734;
2017-04-11 14:58:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.136.68.150,手机imei码：860887033539734;
2017-04-11 14:58:47 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.136.68.150,手机imei码：860887033539734;
2017-04-11 14:58:47 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：117.136.68.150,手机imei码：860887033539734;
2017-04-11 14:59:01 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：59.59.160.137,手机imei码：862966031279333;
2017-04-11 14:59:18 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：182.133.68.227,手机imei码：868378020042876;
2017-04-11 14:59:19 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：182.133.68.227,手机imei码：868378020042876;
2017-04-11 15:00:17 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：111.26.34.129,手机imei码：862548033762241;
2017-04-11 15:00:17 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：111.26.34.129,手机imei码：862548033762241;
2017-04-11 15:00:28 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：36.4.112.233,手机imei码：865587024671091;
2017-04-11 15:00:47 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.96.109.15,手机imei码：864430030270882;
2017-04-11 15:00:47 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.96.109.15,手机imei码：864430030270882;
2017-04-11 15:01:15 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.12.198.52,手机imei码：862733033071914;
2017-04-11 15:01:16 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：112.12.198.52,手机imei码：862733033071914;
2017-04-11 15:01:23 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：36.4.112.233,手机imei码：865587024671091;
2017-04-11 15:01:32 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：223.104.15.203,手机imei码：869270027498954;
2017-04-11 15:01:32 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：223.104.15.203,手机imei码：869270027498954;
2017-04-11 15:01:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：111.26.34.129,手机imei码：862548033762241;
2017-04-11 15:01:36 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：111.26.34.129,手机imei码：862548033762241;
2017-04-11 15:01:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：36.4.112.233,手机imei码：865587024671091;
2017-04-11 15:01:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：61.136.95.181,手机imei码：861337032475828;
2017-04-11 15:01:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：61.136.95.181,手机imei码：861337032475828;
2017-04-11 15:01:41 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：223.104.15.203,手机imei码：869270027498954;
2017-04-11 15:01:46 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：36.4.112.233,手机imei码：865587024671091;
2017-04-11 15:01:53 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：111.26.34.129,手机imei码：862548033762241;
2017-04-11 15:01:53 -> 支付id：1,充值的游戏渠道：zlcs_60147_304,支付ip地址：111.26.34.129,手机imei码：862548033762241;
2017-04-11 15:02:03 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：223.104.15.203,手机imei码：869270027498954;
